cell_id,latitude,longitude,land_cover_type,vegetation_density,forest_percentage,water_percentage,urban_percentage
LC01115,19.919778,74.450833,Forest/Grove,0.288,91.1,3.3,5.1
LC01116,19.8521,74.531592,Agricultural Land,0.821,11.1,4.2,14.7
LC01117,19.815918,74.428279,Agricultural Land,0.16,11.2,6.8,13.4
LC01118,19.876609,74.429443,Agricultural Land,0.178,4.4,6.3,12.1
LC01119,19.850142,74.567218,Water Body,0.422,6.4,77.9,1.2
LC01120,19.896175,74.508955,Urban/Built-up,0.127,9.6,0.1,81.8
LC01121,19.930721,74.400379,Forest/Grove,0.775,90.9,3.2,2.2
LC01122,19.807837,74.378122,Barren/Fallow,0.25,16.6,1.5,8.7
LC01123,19.822473,74.362891,Barren/Fallow,0.142,10.3,2.4,12.2
LC01124,19.844832,74.469321,Barren/Fallow,0.573,3.4,0.7,9.1
LC01125,19.813054,74.375222,Forest/Grove,0.301,83.9,3.2,7.8
LC01126,19.860792,74.400779,Forest/Grove,0.23,89.2,5.9,2.9
LC01127,19.911588,74.554986,Urban/Built-up,0.834,12.6,1.6,68.1
LC01128,19.947537,74.511212,Forest/Grove,0.927,86.7,5.0,3.1
LC01129,19.931557,74.46686,Forest/Grove,0.258,84.6,7.2,5.5
LC01130,19.932135,74.481641,Agricultural Land,0.205,7.5,6.8,13.9
LC01131,19.841707,74.37681,Grassland,0.179,13.0,7.0,5.9
LC01132,19.806918,74.51345,Wetland,0.593,10.3,59.9,0.7
LC01133,19.802587,74.430507,Water Body,0.528,13.2,63.5,11.2
LC01134,19.838715,74.403332,Urban/Built-up,0.12,11.7,7.2,89.1
LC01135,19.805305,74.565657,Agricultural Land,0.535,8.6,7.6,14.8
LC01136,19.815331,74.443568,Forest/Grove,0.43,87.6,7.0,3.2
LC01137,19.887208,74.431381,Agricultural Land,0.887,5.7,5.7,2.4
LC01138,19.848893,74.366896,Agricultural Land,0.533,10.9,0.2,8.5
LC01139,19.922499,74.486364,Forest/Grove,0.619,75.8,0.3,9.1
LC01140,19.807428,74.593049,Urban/Built-up,0.371,1.6,7.1,97.2
LC01141,19.869514,74.494575,Wetland,0.625,13.4,40.1,13.3
LC01142,19.90321,74.460551,Agricultural Land,0.162,0.8,5.1,7.8
LC01143,19.84313,74.577201,Wetland,0.231,8.9,33.5,8.6
LC01144,19.836064,74.532228,Agricultural Land,0.655,5.8,5.3,3.8
LC01145,19.915771,74.559728,Agricultural Land,0.235,13.2,5.0,1.2
LC01146,19.83123,74.357754,Agricultural Land,0.558,17.5,3.9,13.7
LC01147,19.943478,74.576728,Wetland,0.519,12.7,21.2,3.7
LC01148,19.918527,74.438017,Water Body,0.668,11.4,77.5,6.8
LC01149,19.931887,74.478875,Agricultural Land,0.259,6.9,7.9,11.4
LC01150,19.945391,74.522969,Wetland,0.388,0.9,25.6,0.3
LC01151,19.925375,74.366903,Agricultural Land,0.142,2.5,3.8,12.7
LC01152,19.844143,74.4621,Forest/Grove,0.656,63.7,2.9,10.3
LC01153,19.821504,74.408523,Forest/Grove,0.534,51.9,2.4,5.6
LC01154,19.876694,74.568475,Agricultural Land,0.714,18.4,3.5,2.2
LC01155,19.936454,74.404758,Agricultural Land,0.52,7.5,4.0,2.8
LC01156,19.845894,74.549394,Agricultural Land,0.342,17.1,4.7,1.6
LC01157,19.874272,74.402324,Barren/Fallow,0.464,1.8,5.1,12.2
LC01158,19.885544,74.471037,Agricultural Land,0.557,9.7,2.3,14.6
LC01159,19.931162,74.537514,Agricultural Land,0.649,16.8,5.3,14.8
LC01160,19.850329,74.495601,Water Body,0.112,16.7,93.7,8.1
LC01161,19.824807,74.469839,Agricultural Land,0.088,8.2,3.0,4.3
LC01162,19.870206,74.42307,Agricultural Land,0.594,7.9,6.3,11.6
LC01163,19.873746,74.449825,Agricultural Land,0.766,10.7,4.6,12.2
LC01164,19.877391,74.521788,Urban/Built-up,0.477,6.3,5.0,71.5
LC01165,19.930333,74.500352,Urban/Built-up,0.63,5.1,0.4,67.8
LC01166,19.865836,74.523001,Agricultural Land,0.363,2.4,6.2,9.9
LC01167,19.846879,74.441102,Agricultural Land,0.145,12.3,2.3,8.2
LC01168,19.801926,74.353945,Urban/Built-up,0.786,13.3,1.2,53.7
LC01169,19.800335,74.431217,Barren/Fallow,0.662,11.2,7.3,15.0
LC01170,19.839909,74.474135,Agricultural Land,0.846,3.3,1.9,7.0
LC01171,19.946811,74.413554,Agricultural Land,0.482,3.4,7.4,4.4
LC01172,19.868299,74.529636,Wetland,0.289,1.8,36.1,3.5
LC01173,19.843995,74.436805,Agricultural Land,0.198,8.7,6.0,13.4
LC01174,19.885011,74.583153,Agricultural Land,0.544,13.6,3.5,6.0
LC01175,19.895332,74.565661,Barren/Fallow,0.513,15.0,0.3,10.1
LC01176,19.93636,74.46923,Barren/Fallow,0.581,1.4,4.2,11.6
LC01177,19.859007,74.350672,Grassland,0.279,14.1,0.4,0.2
LC01178,19.900203,74.543874,Urban/Built-up,0.512,0.8,0.4,56.8
LC01179,19.874717,74.421704,Agricultural Land,0.72,10.3,1.2,6.9
LC01180,19.856955,74.518739,Agricultural Land,0.64,16.2,5.8,7.2
LC01181,19.914878,74.387296,Agricultural Land,0.4,15.3,0.7,10.0
LC01182,19.866077,74.592743,Water Body,0.383,10.8,92.2,7.4
LC01183,19.948643,74.460665,Agricultural Land,0.393,8.9,3.9,13.3
LC01184,19.859815,74.411195,Agricultural Land,0.742,1.6,7.5,1.8
LC01185,19.928491,74.576873,Agricultural Land,0.483,18.8,2.2,9.1
LC01186,19.828666,74.505466,Grassland,0.091,8.2,1.6,2.5
LC01187,19.855252,74.488818,Forest/Grove,0.816,92.1,6.9,9.7
LC01188,19.84434,74.449824,Forest/Grove,0.757,54.2,5.1,12.4
LC01189,19.805451,74.410353,Agricultural Land,0.696,19.7,1.5,12.6
LC01190,19.857003,74.502163,Water Body,0.554,4.4,98.1,5.7
LC01191,19.921659,74.374537,Agricultural Land,0.797,7.7,1.7,7.3
LC01192,19.870667,74.357288,Forest/Grove,0.652,70.1,2.0,7.6
LC01193,19.884896,74.507768,Water Body,0.171,14.3,87.7,14.7
LC01194,19.916927,74.596244,Grassland,0.198,11.3,0.8,12.6
LC01195,19.940485,74.531156,Barren/Fallow,0.699,12.2,2.4,1.4
LC01196,19.879458,74.556848,Agricultural Land,0.396,1.7,0.1,13.2
LC01197,19.928649,74.506584,Agricultural Land,0.762,0.9,7.0,12.0
LC01198,19.915741,74.460513,Urban/Built-up,0.574,8.8,2.5,72.5
LC01199,19.814986,74.420723,Forest/Grove,0.28,49.8,6.4,3.6
LC01200,19.832552,74.412884,Agricultural Land,0.261,13.0,7.8,3.2
LC01201,19.915554,74.448067,Urban/Built-up,0.34,4.0,5.4,60.2
LC01202,19.866733,74.392132,Agricultural Land,0.672,3.8,0.4,12.9
LC01203,19.947039,74.499886,Water Body,0.37,13.0,70.9,4.4
LC01204,19.924622,74.515287,Forest/Grove,0.077,64.4,3.5,1.5
LC01205,19.882777,74.492848,Agricultural Land,0.728,19.1,0.8,0.5
LC01206,19.885388,74.462363,Urban/Built-up,0.289,11.3,3.5,72.0
LC01207,19.93574,74.41229,Urban/Built-up,0.634,9.7,4.7,95.4
LC01208,19.902522,74.566736,Forest/Grove,0.041,48.5,2.7,8.5
LC01209,19.865287,74.574852,Agricultural Land,0.127,3.6,4.0,11.7
LC01210,19.8374,74.598852,Wetland,0.363,15.0,24.9,8.7
LC01211,19.828296,74.453777,Agricultural Land,0.456,7.4,7.3,4.3
LC01212,19.908711,74.444952,Water Body,0.23,4.5,64.9,14.8
LC01213,19.879256,74.474652,Agricultural Land,0.557,15.5,2.2,6.0
LC01214,19.920385,74.425214,Grassland,0.939,3.2,3.4,6.5
LC01215,19.894011,74.542611,Barren/Fallow,0.478,6.4,6.5,6.8
LC01216,19.931205,74.552401,Agricultural Land,0.689,10.7,3.5,5.2
LC01217,19.939046,74.501602,Forest/Grove,0.07,44.8,2.9,14.4
LC01218,19.887186,74.540481,Urban/Built-up,0.115,11.8,4.0,50.9
LC01219,19.819104,74.493656,Grassland,0.836,11.8,2.8,1.4
LC01220,19.804466,74.420018,Water Body,0.128,1.8,74.3,6.0
LC01221,19.835746,74.476847,Urban/Built-up,0.454,12.6,0.2,90.1
LC01222,19.886837,74.546049,Forest/Grove,0.094,73.9,6.3,9.0
LC01223,19.908356,74.588855,Grassland,0.745,18.4,1.2,4.4
LC01224,19.894736,74.426144,Water Body,0.739,11.6,71.3,8.1
LC01225,19.805584,74.597078,Barren/Fallow,0.7,17.6,1.2,5.2
LC01226,19.907843,74.425458,Grassland,0.353,16.0,7.9,0.2
LC01227,19.90627,74.589469,Forest/Grove,0.287,83.7,6.4,2.7
LC01228,19.910831,74.401172,Barren/Fallow,0.722,1.9,7.2,10.7
LC01229,19.842754,74.47921,Grassland,0.276,8.6,7.7,12.5
LC01230,19.839094,74.391765,Water Body,0.524,1.2,70.1,4.7
LC01231,19.842658,74.590883,Grassland,0.434,17.9,7.2,7.3
LC01232,19.83715,74.552107,Agricultural Land,0.375,12.9,7.3,6.8
LC01233,19.943039,74.549378,Wetland,0.727,9.3,26.7,4.1
LC01234,19.936144,74.506165,Agricultural Land,0.819,2.0,2.8,12.9
LC01235,19.886653,74.554386,Agricultural Land,0.193,0.4,6.1,14.0
LC01236,19.874102,74.512257,Water Body,0.315,0.7,70.5,8.4
LC01237,19.817031,74.382719,Water Body,0.324,8.0,66.0,0.9
LC01238,19.882395,74.522367,Water Body,0.364,0.2,65.1,13.6
LC01239,19.884765,74.528971,Grassland,0.661,11.6,4.9,4.6
LC01240,19.877234,74.466682,Grassland,0.317,2.1,1.2,9.3
LC01241,19.888431,74.509209,Agricultural Land,0.613,13.1,4.6,12.0
LC01242,19.882888,74.509499,Barren/Fallow,0.757,18.9,7.6,3.0
LC01243,19.815203,74.434414,Water Body,0.8,16.2,89.4,14.9
LC01244,19.93439,74.587358,Forest/Grove,0.533,46.8,0.4,0.4
LC01245,19.81708,74.4676,Barren/Fallow,0.048,5.0,4.3,6.3
LC01246,19.826946,74.492426,Forest/Grove,0.747,46.4,4.0,9.2
LC01247,19.855307,74.47359,Grassland,0.139,8.1,6.4,3.2
LC01248,19.901602,74.529671,Agricultural Land,0.821,4.0,1.6,14.5
LC01249,19.846756,74.371523,Agricultural Land,0.234,1.4,5.7,10.6
LC01250,19.891966,74.462772,Agricultural Land,0.51,1.6,7.8,7.1
LC01251,19.942698,74.596471,Agricultural Land,0.231,0.1,5.3,8.0
LC01252,19.846988,74.535338,Wetland,0.38,6.6,28.7,3.8
LC01253,19.880083,74.511712,Water Body,0.251,19.6,97.4,14.3
LC01254,19.824634,74.363693,Urban/Built-up,0.547,6.3,4.5,88.3
LC01255,19.917893,74.503197,Barren/Fallow,0.516,16.4,1.0,11.1
LC01256,19.842309,74.588558,Forest/Grove,0.525,59.2,4.8,11.1
LC01257,19.870055,74.513646,Agricultural Land,0.403,3.8,1.1,9.7
LC01258,19.836967,74.593463,Water Body,0.77,12.0,88.1,5.4
LC01259,19.837274,74.49692,Grassland,0.74,19.1,7.9,0.1
LC01260,19.835352,74.54055,Urban/Built-up,0.433,0.8,5.4,63.8
LC01261,19.813091,74.353529,Forest/Grove,0.874,66.9,6.4,13.6
LC01262,19.910191,74.569418,Barren/Fallow,0.437,16.7,2.0,4.5
LC01263,19.944063,74.571105,Wetland,0.104,13.6,37.0,1.8
LC01264,19.893597,74.552942,Barren/Fallow,0.457,18.8,2.9,0.6
LC01265,19.823365,74.402724,Agricultural Land,0.354,4.2,2.3,7.1
LC01266,19.808729,74.456985,Agricultural Land,0.209,7.6,2.1,9.8
LC01267,19.866599,74.574687,Wetland,0.371,0.9,51.9,2.8
LC01268,19.847527,74.522511,Urban/Built-up,0.592,10.5,4.0,84.4
LC01269,19.928726,74.455277,Wetland,0.418,3.8,48.8,3.7
LC01270,19.816515,74.561786,Grassland,0.507,4.2,4.1,9.4
LC01271,19.919443,74.371142,Agricultural Land,0.806,13.6,5.2,5.7
LC01272,19.87907,74.543989,Water Body,0.393,16.8,68.9,4.6
LC01273,19.90344,74.592636,Agricultural Land,0.73,12.1,2.3,3.1
LC01274,19.921673,74.418554,Agricultural Land,0.665,5.7,6.4,6.1
LC01275,19.923905,74.401473,Water Body,0.745,8.5,97.5,10.9
LC01276,19.825436,74.584714,Wetland,0.104,15.5,38.8,5.1
LC01277,19.80062,74.411261,Forest/Grove,0.233,50.6,1.4,8.0
LC01278,19.875659,74.490252,Urban/Built-up,0.788,8.9,1.9,54.8
LC01279,19.924947,74.439397,Grassland,0.893,18.5,6.0,6.6
LC01280,19.915637,74.35088,Agricultural Land,0.436,13.5,0.6,14.0
LC01281,19.887372,74.554768,Forest/Grove,0.299,48.6,4.2,12.7
LC01282,19.81727,74.401856,Grassland,0.36,5.9,6.8,13.2
LC01283,19.825465,74.355696,Agricultural Land,0.693,12.9,5.4,3.3
LC01284,19.812783,74.585071,Grassland,0.659,9.9,4.8,1.0
LC01285,19.916674,74.382879,Agricultural Land,0.722,7.0,8.0,7.1
LC01286,19.819704,74.35693,Agricultural Land,0.601,13.0,5.6,7.0
LC01287,19.852392,74.50921,Agricultural Land,0.61,18.0,3.3,2.5
LC01288,19.883472,74.387979,Forest/Grove,0.563,89.9,6.8,6.9
LC01289,19.859776,74.582714,Forest/Grove,0.529,88.3,3.4,1.5
LC01290,19.91064,74.46027,Agricultural Land,0.464,13.1,1.9,10.7
LC01291,19.855144,74.522487,Agricultural Land,0.744,10.4,1.4,12.0
LC01292,19.898945,74.365266,Agricultural Land,0.452,10.6,0.6,11.5
LC01293,19.94448,74.526085,Wetland,0.376,9.6,36.7,3.6
LC01294,19.840611,74.526102,Water Body,0.404,14.6,99.3,4.2
LC01295,19.910207,74.518407,Urban/Built-up,0.29,7.1,1.5,90.0
LC01296,19.889135,74.469817,Urban/Built-up,0.351,10.6,1.2,69.5
LC01297,19.860804,74.363749,Barren/Fallow,0.387,9.7,4.0,5.5
LC01298,19.803687,74.449858,Wetland,0.298,12.0,53.4,3.6
LC01299,19.848499,74.564749,Wetland,0.627,2.5,25.5,11.8
LC01300,19.868846,74.37254,Agricultural Land,0.694,5.6,2.9,3.9
LC01301,19.842907,74.419314,Agricultural Land,0.893,3.8,2.2,6.0
LC01302,19.824361,74.497374,Water Body,0.323,13.0,90.5,3.9
LC01303,19.810241,74.599756,Barren/Fallow,0.381,10.3,2.9,11.6
LC01304,19.836075,74.366343,Agricultural Land,0.71,8.4,2.1,6.1
LC01305,19.949899,74.502724,Urban/Built-up,0.21,7.7,0.7,84.9
LC01306,19.828484,74.597136,Agricultural Land,0.7,1.5,1.0,2.5
LC01307,19.874325,74.577839,Agricultural Land,0.714,6.5,7.1,3.7
LC01308,19.810472,74.560739,Agricultural Land,0.506,11.4,4.1,13.7
LC01309,19.874436,74.482366,Barren/Fallow,0.257,19.9,6.1,8.9
LC01310,19.838794,74.371324,Barren/Fallow,0.486,8.9,4.7,3.6
LC01311,19.916631,74.542084,Water Body,0.594,6.4,96.1,10.6
LC01312,19.816703,74.493645,Agricultural Land,0.603,9.4,2.1,9.0
LC01313,19.850043,74.497835,Agricultural Land,0.398,12.6,7.1,7.9
LC01314,19.809008,74.538218,Wetland,0.533,4.1,49.3,2.1
LC01315,19.839643,74.455728,Urban/Built-up,0.757,8.7,3.9,64.0
LC01316,19.92463,74.359396,Grassland,0.098,19.6,2.7,2.3
LC01317,19.831526,74.552977,Grassland,0.139,0.8,6.1,0.9
LC01318,19.84035,74.563973,Agricultural Land,0.426,14.4,7.4,3.3
LC01319,19.823394,74.489513,Barren/Fallow,0.737,15.5,1.4,0.1
LC01320,19.86036,74.553628,Barren/Fallow,0.57,9.7,2.8,8.1
LC01321,19.863579,74.358065,Agricultural Land,0.593,9.3,4.9,11.8
LC01322,19.843274,74.505981,Agricultural Land,0.74,9.7,5.8,4.2
LC01323,19.904924,74.491924,Agricultural Land,0.371,13.2,7.6,11.2
LC01324,19.908996,74.425605,Agricultural Land,0.223,3.8,2.5,4.6
LC01325,19.861417,74.457567,Agricultural Land,0.537,3.0,7.2,4.6
LC01326,19.860488,74.48058,Grassland,0.057,17.9,3.5,8.7
LC01327,19.834592,74.524016,Wetland,0.135,17.2,34.3,4.9
LC01328,19.804142,74.441751,Barren/Fallow,0.588,8.1,4.6,14.1
LC01329,19.882305,74.39323,Agricultural Land,0.736,13.7,1.5,7.4
LC01330,19.91014,74.373541,Water Body,0.78,10.7,75.6,3.6
LC01331,19.945558,74.422141,Forest/Grove,0.461,93.1,2.5,1.2
LC01332,19.947386,74.464668,Agricultural Land,0.627,0.1,2.6,12.3
LC01333,19.906505,74.366891,Agricultural Land,0.318,19.8,3.9,9.0
LC01334,19.928052,74.522475,Wetland,0.181,14.8,45.0,13.7
LC01335,19.866219,74.595702,Agricultural Land,0.282,11.3,4.1,11.3
LC01336,19.948611,74.546102,Agricultural Land,0.454,4.9,3.5,6.3
LC01337,19.841605,74.569322,Barren/Fallow,0.608,17.5,3.2,1.6
LC01338,19.862118,74.592201,Agricultural Land,0.593,11.9,7.8,4.9
LC01339,19.809763,74.467149,Agricultural Land,0.547,1.6,5.3,8.3
LC01340,19.93816,74.416685,Agricultural Land,0.494,9.8,1.9,6.6
LC01341,19.882447,74.39479,Agricultural Land,0.859,3.3,2.7,11.3
LC01342,19.911709,74.494196,Forest/Grove,0.293,91.6,7.3,14.4
LC01343,19.82061,74.356152,Agricultural Land,0.508,4.3,3.7,13.5
LC01344,19.940987,74.391037,Grassland,0.099,5.4,7.1,4.5
LC01345,19.818988,74.551969,Wetland,0.38,6.3,49.3,0.1
LC01346,19.926905,74.441706,Urban/Built-up,0.764,17.6,0.6,67.4
LC01347,19.919975,74.415016,Agricultural Land,0.627,18.1,5.5,8.1
LC01348,19.847484,74.531416,Urban/Built-up,0.322,18.8,5.0,82.9
LC01349,19.838287,74.556887,Wetland,0.463,6.7,20.8,10.9
LC01350,19.86948,74.595914,Agricultural Land,0.805,0.9,1.7,4.4
LC01351,19.920687,74.461253,Grassland,0.692,18.9,4.8,14.8
LC01352,19.93692,74.557834,Water Body,0.463,19.7,60.6,1.6
LC01353,19.84592,74.542206,Agricultural Land,0.378,9.9,6.1,4.4
LC01354,19.883335,74.3654,Forest/Grove,0.661,58.2,5.8,10.6
LC01355,19.898674,74.440807,Barren/Fallow,0.401,12.3,4.2,2.2
LC01356,19.876753,74.57245,Agricultural Land,0.15,9.2,7.9,6.3
LC01357,19.875741,74.480169,Forest/Grove,0.7,52.2,4.4,13.8
LC01358,19.854683,74.427859,Forest/Grove,0.257,44.9,6.5,0.8
LC01359,19.853853,74.567101,Agricultural Land,0.603,4.5,0.8,2.0
LC01360,19.876392,74.375466,Forest/Grove,0.536,45.6,3.5,6.2
LC01361,19.908886,74.501476,Wetland,0.83,9.0,40.8,3.5
LC01362,19.94907,74.475954,Wetland,0.249,12.6,27.7,10.3
LC01363,19.928328,74.360151,Grassland,0.158,1.5,0.9,10.5
LC01364,19.894822,74.506111,Wetland,0.242,10.8,52.5,8.0
LC01365,19.917214,74.461948,Water Body,0.416,1.8,92.3,4.9
LC01366,19.908162,74.5258,Urban/Built-up,0.825,4.2,4.7,79.5
LC01367,19.944826,74.434378,Barren/Fallow,0.686,3.5,2.3,13.6
LC01368,19.842114,74.520748,Agricultural Land,0.707,16.4,0.6,2.4
LC01369,19.813393,74.55592,Agricultural Land,0.912,13.4,1.5,0.1
LC01370,19.80408,74.43343,Barren/Fallow,0.336,7.4,2.4,11.9
LC01371,19.825058,74.516779,Agricultural Land,0.62,8.7,7.3,5.8
LC01372,19.840288,74.417052,Grassland,0.23,14.0,1.5,13.0
LC01373,19.913202,74.381127,Agricultural Land,0.393,6.1,6.6,6.6
LC01374,19.94373,74.398653,Forest/Grove,0.709,72.8,5.0,10.8
LC01375,19.890691,74.535543,Water Body,0.334,4.4,75.3,13.5
LC01376,19.820395,74.432459,Wetland,0.686,9.4,27.7,4.6
LC01377,19.864564,74.48556,Grassland,0.597,1.9,5.3,4.0
LC01378,19.810277,74.351031,Grassland,0.338,1.3,2.0,4.7
LC01379,19.837624,74.433789,Agricultural Land,0.142,16.0,7.8,10.2
LC01380,19.891029,74.51362,Agricultural Land,0.537,9.5,5.4,12.8
LC01381,19.855202,74.567315,Forest/Grove,0.051,82.9,2.7,0.7
LC01382,19.803771,74.469593,Forest/Grove,0.75,63.6,0.5,10.1
LC01383,19.907942,74.553989,Agricultural Land,0.843,12.9,3.3,12.1
LC01384,19.899456,74.564219,Agricultural Land,0.306,12.7,0.3,5.6
LC01385,19.860311,74.43155,Barren/Fallow,0.223,8.9,3.4,13.3
LC01386,19.815536,74.37655,Forest/Grove,0.806,63.4,1.5,11.9
LC01387,19.899325,74.517324,Forest/Grove,0.783,72.7,7.2,8.6
LC01388,19.856058,74.518754,Forest/Grove,0.414,58.9,7.3,0.3
LC01389,19.91756,74.435024,Agricultural Land,0.616,11.1,1.1,2.6
LC01390,19.905988,74.403471,Urban/Built-up,0.615,2.7,3.3,61.7
LC01391,19.927228,74.388216,Agricultural Land,0.718,11.7,1.5,2.8
LC01392,19.908454,74.384965,Agricultural Land,0.912,5.3,6.5,1.9
LC01393,19.883052,74.579818,Urban/Built-up,0.586,17.5,4.2,56.0
LC01394,19.938025,74.441475,Water Body,0.134,18.5,83.4,6.8
LC01395,19.835703,74.486333,Agricultural Land,0.073,7.8,7.3,9.0
LC01396,19.860805,74.506017,Urban/Built-up,0.174,10.7,1.2,73.9
LC01397,19.917029,74.370465,Forest/Grove,0.165,79.6,0.2,9.4
LC01398,19.849235,74.575573,Agricultural Land,0.494,11.2,0.8,13.1
LC01399,19.908516,74.519972,Barren/Fallow,0.403,0.2,2.7,1.5
LC01400,19.808266,74.472999,Agricultural Land,0.569,4.2,3.1,0.9
LC01401,19.946291,74.450119,Agricultural Land,0.328,12.5,5.2,0.1
LC01402,19.812138,74.411865,Forest/Grove,0.329,53.0,1.7,6.7
LC01403,19.895923,74.516654,Barren/Fallow,0.456,10.9,7.9,12.6
LC01404,19.885448,74.401349,Grassland,0.302,5.9,1.9,8.7
LC01405,19.910784,74.356493,Grassland,0.184,3.4,0.2,11.4
LC01406,19.93028,74.505544,Barren/Fallow,0.556,11.7,6.4,13.1
LC01407,19.905974,74.362962,Urban/Built-up,0.636,16.4,1.6,77.6
LC01408,19.857039,74.551688,Grassland,0.535,3.1,2.3,0.8
LC01409,19.946213,74.544217,Water Body,0.811,12.2,78.7,14.0
LC01410,19.948523,74.4125,Agricultural Land,0.826,8.0,7.6,10.3
LC01411,19.876176,74.59213,Forest/Grove,0.309,57.3,3.1,9.1
LC01412,19.852996,74.433724,Grassland,0.726,9.2,5.1,1.1
LC01413,19.813691,74.59426,Agricultural Land,0.446,1.3,1.2,0.1
LC01414,19.924375,74.361993,Agricultural Land,0.41,19.9,1.0,5.1
LC01415,19.807129,74.418962,Forest/Grove,0.484,77.8,3.2,12.8
LC01416,19.860889,74.411994,Wetland,0.777,4.7,25.8,5.0
LC01417,19.847537,74.533987,Wetland,0.207,14.9,56.1,4.5
LC01418,19.829652,74.46702,Agricultural Land,0.178,11.4,3.8,3.6
LC01419,19.816534,74.542571,Wetland,0.561,1.3,53.2,8.5
LC01420,19.836448,74.371648,Agricultural Land,0.398,18.6,3.5,1.4
LC01421,19.83185,74.500491,Grassland,0.931,14.7,1.4,0.3
LC01422,19.918495,74.549098,Barren/Fallow,0.561,10.0,2.5,5.1
LC01423,19.813448,74.378925,Agricultural Land,0.352,1.7,7.8,12.2
LC01424,19.85996,74.574191,Agricultural Land,0.166,2.2,5.8,0.7
LC01425,19.836397,74.431805,Agricultural Land,0.487,10.8,3.7,12.7
LC01426,19.850152,74.44121,Water Body,0.406,12.8,79.7,0.2
LC01427,19.823924,74.413702,Agricultural Land,0.3,12.5,0.8,9.5
LC01428,19.944704,74.37476,Barren/Fallow,0.558,8.8,0.5,12.9
LC01429,19.918038,74.557738,Barren/Fallow,0.133,4.9,7.7,5.2
LC01430,19.828278,74.472214,Urban/Built-up,0.281,7.0,1.4,52.8
LC01431,19.807164,74.406786,Agricultural Land,0.483,0.2,2.5,1.2
LC01432,19.852229,74.581184,Barren/Fallow,0.865,0.7,1.8,6.5
LC01433,19.906728,74.538797,Agricultural Land,0.831,18.4,0.4,1.5
LC01434,19.892726,74.504672,Agricultural Land,0.347,15.7,0.1,7.9
LC01435,19.837107,74.581708,Forest/Grove,0.557,45.4,6.0,14.4
LC01436,19.823011,74.35515,Grassland,0.248,19.3,5.4,7.9
LC01437,19.817208,74.565786,Urban/Built-up,0.315,10.6,0.7,70.2
LC01438,19.841847,74.482271,Agricultural Land,0.598,2.6,1.3,11.6
LC01439,19.948712,74.370018,Wetland,0.249,0.8,37.8,9.8
LC01440,19.893641,74.561672,Barren/Fallow,0.575,13.5,0.4,9.4
LC01441,19.808864,74.367489,Agricultural Land,0.833,2.4,7.8,8.0
LC01442,19.8013,74.572385,Forest/Grove,0.659,56.0,0.2,5.9
LC01443,19.865653,74.450636,Grassland,0.754,8.4,1.6,1.5
LC01444,19.891831,74.429966,Urban/Built-up,0.78,14.2,1.5,62.7
LC01445,19.85996,74.576633,Grassland,0.805,4.6,5.9,1.7
LC01446,19.848727,74.595817,Forest/Grove,0.771,54.7,5.7,14.3
LC01447,19.94916,74.547431,Grassland,0.709,19.7,3.1,8.6
LC01448,19.866239,74.412122,Forest/Grove,0.662,74.7,2.2,5.9
LC01449,19.854932,74.403284,Urban/Built-up,0.526,0.0,7.2,81.2
LC01450,19.838599,74.457913,Barren/Fallow,0.351,8.4,0.8,6.6
LC01451,19.923987,74.512325,Water Body,0.103,16.6,76.0,2.5
LC01452,19.941334,74.496556,Water Body,0.06,10.3,86.0,2.9
LC01453,19.94833,74.393136,Agricultural Land,0.693,16.9,4.8,3.2
LC01454,19.853376,74.472788,Agricultural Land,0.496,11.0,5.3,6.5
LC01455,19.835709,74.372285,Agricultural Land,0.396,13.6,6.4,3.2
LC01456,19.803989,74.583614,Agricultural Land,0.244,5.1,3.5,5.1
LC01457,19.885653,74.531867,Agricultural Land,0.433,8.7,6.6,6.2
LC01458,19.812754,74.573137,Barren/Fallow,0.042,16.3,4.0,3.7
LC01459,19.884147,74.454873,Grassland,0.475,16.0,7.6,4.2
LC01460,19.821407,74.461046,Grassland,0.852,5.0,2.3,2.6
LC01461,19.846107,74.409088,Barren/Fallow,0.657,17.6,7.3,9.4
LC01462,19.922622,74.570699,Grassland,0.559,1.8,6.8,13.6
LC01463,19.813726,74.428088,Agricultural Land,0.926,6.7,5.1,12.9
LC01464,19.837684,74.512653,Urban/Built-up,0.949,17.1,0.6,70.7
LC01465,19.81534,74.485951,Barren/Fallow,0.577,17.2,7.4,2.7
LC01466,19.89912,74.550649,Grassland,0.493,8.5,6.6,11.4
LC01467,19.931778,74.434827,Grassland,0.19,9.9,1.2,14.2
LC01468,19.881458,74.412769,Agricultural Land,0.224,3.1,2.2,8.0
LC01469,19.929684,74.41527,Forest/Grove,0.69,75.3,4.5,0.5
LC01470,19.868514,74.588083,Agricultural Land,0.453,12.9,1.0,9.1
LC01471,19.833153,74.471592,Wetland,0.443,3.7,33.0,5.1
LC01472,19.860153,74.488613,Agricultural Land,0.249,17.6,0.7,10.5
LC01473,19.938796,74.483578,Grassland,0.443,10.1,6.0,7.1
LC01474,19.840279,74.589411,Grassland,0.708,6.6,6.7,3.4
LC01475,19.858493,74.362075,Urban/Built-up,0.639,16.3,5.3,69.2
LC01476,19.912957,74.430899,Grassland,0.531,4.9,1.1,10.0
LC01477,19.874577,74.519852,Wetland,0.412,15.9,43.3,1.2
LC01478,19.878259,74.450178,Urban/Built-up,0.532,14.7,7.6,57.9
